delta_time	protocols	ip_src	ip_dst	port_src	port_dst	frame_len	udp_len	ip_ttl	icmp_type	tos	ip_flags_rb	ip_flags_df	ip_flags_mf	tcp_flags_res	tcp_flags_ns	tcp_flags_cwr	tcp_flags_ecn	tcp_flags_urg	tcp_flags_ack	tcp_flags_push	tcp_flags_reset	tcp_flags_syn	tcp_flags_fin	epoch_time	label	tipo_ataque
1e-06	TCP	192.168.100.148	192.168.100.3	40218.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522432	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40219.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522433	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40222.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522434	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40223.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522436	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40224.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522437	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40225.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522438	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40228.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52244	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40229.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522441	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40234.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522442	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40235.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522444	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40238.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522445	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40239.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522447	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40240.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522448	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40241.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522449	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40244.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52245	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40245.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522452	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40250.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522453	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40251.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522454	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40254.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522455	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40255.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522456	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40256.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522457	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40257.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522459	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40260.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52246	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40261.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522461	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40266.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522462	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40267.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522463	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40270.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522464	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40271.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522465	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40272.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522467	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40273.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522468	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40276.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522469	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40277.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522471	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40282.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522472	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40283.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522473	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40286.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522474	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40287.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522475	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40288.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522476	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40289.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522477	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40292.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522478	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40293.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522479	1	DDoS_TCP
0.0	TCP	192.168.100.148	192.168.100.3	40298.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522479	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40299.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52248	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40302.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522481	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40303.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522482	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40304.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522484	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40305.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522485	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40308.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522486	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40309.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522487	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40314.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522488	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40315.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52249	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40318.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522491	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40319.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522492	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40320.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522494	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40321.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522495	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40324.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522497	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40325.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522498	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40327.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522512	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40328.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522513	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40329.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522514	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40332.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522515	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40333.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522516	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40338.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522517	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40339.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522518	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40342.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52252	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40343.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522521	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40344.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522522	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40345.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522523	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40348.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522525	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40349.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522526	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40354.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522527	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40355.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522528	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40358.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52253	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40359.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522531	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40360.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522533	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40361.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522534	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40364.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522535	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40365.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522537	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40370.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522538	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40330.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522548	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40331.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522549	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40334.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522551	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40335.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522552	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40336.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522554	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40337.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522555	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40340.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522556	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40341.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522557	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40346.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522558	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40347.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522559	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40350.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52256	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40351.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522561	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40352.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522562	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40353.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522563	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40356.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522564	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40357.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522565	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40362.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522567	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40363.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522568	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40366.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522569	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40367.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.52257	1	DDoS_TCP
1e-06	TCP	192.168.100.148	192.168.100.3	40368.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522571	1	DDoS_TCP
2e-06	TCP	192.168.100.148	192.168.100.3	40369.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.522573	1	DDoS_TCP
0.012289	TCP	192.168.100.150	192.168.100.3	31748.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.534862	1	DDoS_TCP
4e-06	TCP	192.168.100.150	192.168.100.3	31749.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.534866	1	DDoS_TCP
1e-06	TCP	192.168.100.150	192.168.100.3	31754.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.534867	1	DDoS_TCP
2e-06	TCP	192.168.100.150	192.168.100.3	31755.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.534869	1	DDoS_TCP
2e-06	TCP	192.168.100.150	192.168.100.3	31758.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.534871	1	DDoS_TCP
1e-06	TCP	192.168.100.150	192.168.100.3	31759.0	80.0	154		64.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1528095725.534872	1	DDoS_TCP
