delta_time	protocols	ip_src	ip_dst	port_src	port_dst	frame_len	udp_len	ip_ttl	icmp_type	tos	ip_flags_rb	ip_flags_df	ip_flags_mf	tcp_flags_res	tcp_flags_ns	tcp_flags_cwr	tcp_flags_ecn	tcp_flags_urg	tcp_flags_ack	tcp_flags_push	tcp_flags_reset	tcp_flags_syn	tcp_flags_fin	epoch_time	label	tipo_ataque
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	53.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.972953	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	587.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.972969	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	113.0	60		54		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97297	1	Reconnaissance_Service_Scan
8e-06	TCP	192.168.100.150	192.168.100.3	36663.0	995.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.972986	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1723.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.972987	1	Reconnaissance_Service_Scan
1.3e-05	TCP	192.168.100.150	192.168.100.3	36663.0	1720.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973018	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	993.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973019	1	Reconnaissance_Service_Scan
3e-06	TCP	192.168.100.150	192.168.100.3	36663.0	445.0	60		37		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973022	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	135.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973023	1	Reconnaissance_Service_Scan
1.3e-05	TCP	192.168.100.150	192.168.100.3	36663.0	5900.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973046	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	22.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973048	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	25.0	60		37		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973049	1	Reconnaissance_Service_Scan
1.8e-05	TCP	192.168.100.150	192.168.100.3	36663.0	8888.0	60		54		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973104	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	179.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973107	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	4002.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973108	1	Reconnaissance_Service_Scan
6e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3389.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973117	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	21.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973118	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	256.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973119	1	Reconnaissance_Service_Scan
0.0	TCP	192.168.100.3	192.168.100.150	22.0	36663.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1526344332.973119	1	Reconnaissance_Service_Scan
2e-05	TCP	192.168.100.150	192.168.100.3	36663.0	1141.0	60		37		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973181	1	Reconnaissance_Service_Scan
1.8e-05	TCP	192.168.100.150	192.168.100.3	36663.0	8192.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973199	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3914.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973201	1	Reconnaissance_Service_Scan
4e-06	TCP	192.168.100.150	192.168.100.3	36663.0	11110.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973217	1	Reconnaissance_Service_Scan
4e-06	TCP	192.168.100.150	192.168.100.3	36663.0	6567.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973221	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	9009.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973222	1	Reconnaissance_Service_Scan
9e-06	TCP	192.168.100.150	192.168.100.3	36663.0	9898.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973239	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3369.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97324	1	Reconnaissance_Service_Scan
4e-06	TCP	192.168.100.150	192.168.100.3	36663.0	465.0	60		52		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973248	1	Reconnaissance_Service_Scan
1e-05	TCP	192.168.100.150	192.168.100.3	36663.0	49175.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973258	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1801.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973259	1	Reconnaissance_Service_Scan
1.5e-05	TCP	192.168.100.150	192.168.100.3	36663.0	20005.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973278	1	Reconnaissance_Service_Scan
1.1e-05	TCP	192.168.100.150	192.168.100.3	36663.0	49153.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973289	1	Reconnaissance_Service_Scan
1e-05	TCP	192.168.100.150	192.168.100.3	36663.0	2179.0	60		53		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973322	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	33.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973323	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	50300.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973324	1	Reconnaissance_Service_Scan
3e-06	TCP	192.168.100.150	192.168.100.3	36663.0	5555.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973328	1	Reconnaissance_Service_Scan
2.2e-05	TCP	192.168.100.150	192.168.100.3	36663.0	6580.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973356	1	Reconnaissance_Service_Scan
3e-06	TCP	192.168.100.150	192.168.100.3	36663.0	19350.0	60		45		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973361	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	49161.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973362	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1914.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973363	1	Reconnaissance_Service_Scan
2e-05	TCP	192.168.100.150	192.168.100.3	36663.0	2301.0	60		51		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973384	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3828.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973385	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	5357.0	60		51		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973386	1	Reconnaissance_Service_Scan
1.7e-05	TCP	192.168.100.150	192.168.100.3	36663.0	21571.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973409	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1198.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97341	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1106.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973411	1	Reconnaissance_Service_Scan
0.0	TCP	192.168.100.150	192.168.100.3	36663.0	1070.0	60		41		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973411	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	9877.0	60		37		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973413	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	6646.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973414	1	Reconnaissance_Service_Scan
0.0	TCP	192.168.100.150	192.168.100.3	36663.0	17.0	60		54		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973414	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	801.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973437	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	32770.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973438	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1065.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973444	1	Reconnaissance_Service_Scan
0.0	TCP	192.168.100.150	192.168.100.3	36663.0	1081.0	60		54		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973444	1	Reconnaissance_Service_Scan
6e-06	TCP	192.168.100.150	192.168.100.3	36663.0	691.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973461	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1048.0	60		53		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973462	1	Reconnaissance_Service_Scan
7e-06	TCP	192.168.100.150	192.168.100.3	36663.0	7911.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973469	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	13722.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97347	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	667.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973471	1	Reconnaissance_Service_Scan
8.3e-05	TCP	192.168.100.150	192.168.100.3	36663.0	8000.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973601	1	Reconnaissance_Service_Scan
1.1e-05	TCP	192.168.100.150	192.168.100.3	36663.0	911.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973612	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	5414.0	60		51		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973613	1	Reconnaissance_Service_Scan
1e-05	TCP	192.168.100.150	192.168.100.3	36663.0	18040.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973625	1	Reconnaissance_Service_Scan
6e-06	TCP	192.168.100.150	192.168.100.3	36663.0	9002.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973632	1	Reconnaissance_Service_Scan
1.7e-05	TCP	192.168.100.150	192.168.100.3	36663.0	9102.0	60		45		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973658	1	Reconnaissance_Service_Scan
4e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3851.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973663	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	8443.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973666	1	Reconnaissance_Service_Scan
6e-06	TCP	192.168.100.150	192.168.100.3	36663.0	340.0	60		54		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973677	1	Reconnaissance_Service_Scan
5e-06	TCP	192.168.100.150	192.168.100.3	36663.0	42510.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973684	1	Reconnaissance_Service_Scan
4e-06	TCP	192.168.100.150	192.168.100.3	36663.0	50006.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973688	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	2041.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973689	1	Reconnaissance_Service_Scan
4e-06	TCP	192.168.100.150	192.168.100.3	36663.0	7512.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973693	1	Reconnaissance_Service_Scan
3.7e-05	TCP	192.168.100.150	192.168.100.3	36663.0	259.0	60		50		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973743	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3809.0	60		52		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973744	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3301.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973745	1	Reconnaissance_Service_Scan
1.8e-05	TCP	192.168.100.150	192.168.100.3	36663.0	1085.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97379	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1117.0	60		50		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973791	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	5862.0	60		41		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973792	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1073.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973793	1	Reconnaissance_Service_Scan
3e-06	TCP	192.168.100.150	192.168.100.3	36663.0	2260.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973796	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	5080.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973797	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3580.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973798	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	8181.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973799	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	8085.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.9738	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	16001.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973801	1	Reconnaissance_Service_Scan
2.6e-05	TCP	192.168.100.150	192.168.100.3	36663.0	10617.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973871	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	9010.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973872	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	990.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973873	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	144.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973874	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	8873.0	60		52		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973875	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	6565.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973876	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	4000.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973877	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1051.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973879	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1112.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97388	1	Reconnaissance_Service_Scan
3e-06	TCP	192.168.100.150	192.168.100.3	36663.0	5500.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973883	1	Reconnaissance_Service_Scan
0.0	TCP	192.168.100.150	192.168.100.3	36663.0	1108.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973883	1	Reconnaissance_Service_Scan
2.4e-05	TCP	192.168.100.150	192.168.100.3	36663.0	4662.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973913	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	711.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973914	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	2557.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973916	1	Reconnaissance_Service_Scan
2e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1947.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973918	1	Reconnaissance_Service_Scan
0.0	TCP	192.168.100.150	192.168.100.3	36663.0	3880.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973918	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	1114.0	60		45		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973919	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	25734.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.97392	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3211.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973921	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	3827.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973922	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.150	192.168.100.3	36663.0	2042.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526344332.973923	1	Reconnaissance_Service_Scan
1e-06	TCP	192.168.100.3	192.168.100.150	4000.0	36663.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526344332.97395	1	Reconnaissance_Service_Scan
