delta_time	protocols	ip_src	ip_dst	port_src	port_dst	frame_len	udp_len	ip_ttl	icmp_type	tos	ip_flags_rb	ip_flags_df	ip_flags_mf	tcp_flags_res	tcp_flags_ns	tcp_flags_cwr	tcp_flags_ecn	tcp_flags_urg	tcp_flags_ack	tcp_flags_push	tcp_flags_reset	tcp_flags_syn	tcp_flags_fin	epoch_time	label	tipo_ataque
0.027097	DNS	192.168.100.149	192.168.100.3	53.0	65534.0	122	88.0	255		0	0	1	0											1526876114.027875	1	Reconnaissance_OS_Fingerprint
4.4e-05	ICMP	192.168.100.3,192.168.100.149	192.168.100.149,192.168.100.3	53.0	65534.0	150	88.0	64,255	3.0	48,0	0,0	0,1	0,0											1526876114.027919	1	Reconnaissance_OS_Fingerprint
0.020893	ICMP	192.168.100.147	192.168.100.3			60		64	13.0	0	0	0	0											1526876114.066718	1	Reconnaissance_OS_Fingerprint
0.005517	ARP	192.168.100.3	192.168.100.150			60																		1526876114.395423	1	Reconnaissance_OS_Fingerprint
0.001042	ARP	192.168.100.150	192.168.100.3			60																		1526876114.486872	1	Reconnaissance_OS_Fingerprint
0.003684	ICMP	192.168.100.147	192.168.100.3			60		64	17.0	0	0	0	0											1526876114.626736	1	Reconnaissance_OS_Fingerprint
0.001137	TCP	192.168.100.149	192.168.100.3	8665.0	65535.0	60		64		4	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876114.627873	1	Reconnaissance_OS_Fingerprint
0.021206	DNS	192.168.100.147	192.168.100.3	53.0	65534.0	122	88.0	255		0	0	1	0											1526876115.318981	1	Reconnaissance_OS_Fingerprint
3e-06	ICMP	192.168.100.3,192.168.100.147	192.168.100.147,192.168.100.3	53.0	65534.0	150	88.0	64,255	3.0	48,0	0,0	0,1	0,0											1526876115.318984	1	Reconnaissance_OS_Fingerprint
0.004839	DNS	192.168.100.148	192.168.100.3	53.0	65534.0	122	88.0	255		0	0	1	0											1526876115.323823	1	Reconnaissance_OS_Fingerprint
3e-06	ICMP	192.168.100.3,192.168.100.148	192.168.100.148,192.168.100.3	53.0	65534.0	150	88.0	64,255	3.0	48,0	0,0	0,1	0,0											1526876115.323826	1	Reconnaissance_OS_Fingerprint
2e-06	TCP	192.168.100.147	192.168.100.3	19838.0	65535.0	60		64		4	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876115.902886	1	Reconnaissance_OS_Fingerprint
0.016685	TCP	192.168.100.148	192.168.100.3	19838.0	65535.0	60		64		4	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876115.919572	1	Reconnaissance_OS_Fingerprint
0.021531	TCP	192.168.100.148	192.168.100.3	578.0	65535.0	60		64		4	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876116.415292	1	Reconnaissance_OS_Fingerprint
0.007544	ARP	192.168.100.3	192.168.100.148			60																		1526876117.051386	1	Reconnaissance_OS_Fingerprint
0.031905	ARP	192.168.100.3	192.168.100.149			60																		1526876117.083455	1	Reconnaissance_OS_Fingerprint
0.00382	ARP	192.168.100.148	192.168.100.3			60																		1526876117.087351	1	Reconnaissance_OS_Fingerprint
0.043841	ARP	192.168.100.149	192.168.100.3			60																		1526876117.227508	1	Reconnaissance_OS_Fingerprint
0.033447	ARP	192.168.100.3	192.168.100.147			60																		1526876118.331488	1	Reconnaissance_OS_Fingerprint
0.045914	ARP	192.168.100.147	192.168.100.3			60																		1526876118.390494	1	Reconnaissance_OS_Fingerprint
4e-06	TCP	192.168.100.150	192.168.100.3	46997.0	443.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691246	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	80.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691247	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	256.0	60		37		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691248	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	23.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691248	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	53.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691249	1	Reconnaissance_OS_Fingerprint
4e-06	TCP	192.168.100.150	192.168.100.3	46997.0	554.0	60		38		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691254	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1720.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691255	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	8888.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691256	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	135.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691257	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	1723.0	60		45		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691257	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	110.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691399	1	Reconnaissance_OS_Fingerprint
6.1e-05	TCP	192.168.100.150	192.168.100.3	46997.0	445.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69146	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	3389.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691461	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	143.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691464	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	111.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691465	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	8080.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691465	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	22.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691466	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	113.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691467	1	Reconnaissance_OS_Fingerprint
3e-06	TCP	192.168.100.150	192.168.100.3	46997.0	993.0	60		45		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69147	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	199.0	60		50		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691612	1	Reconnaissance_OS_Fingerprint
2e-06	TCP	192.168.100.150	192.168.100.3	46997.0	25.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691614	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	587.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691615	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	5900.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691615	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	995.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691616	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.3	192.168.100.150	199.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.691616	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.3	192.168.100.150	21.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1526876123.691623	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.3	192.168.100.150	111.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.69163	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	139.0	60		48		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69163	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1025.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691632	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	3306.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691632	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1028.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691634	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	63331.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691636	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	143.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1526876123.691636	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	10003.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691641	1	Reconnaissance_OS_Fingerprint
2.8e-05	TCP	192.168.100.150	192.168.100.3	46997.0	1244.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691669	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.3	192.168.100.150	1244.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.691687	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	765.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691687	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	2382.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691688	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	3001.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691689	1	Reconnaissance_OS_Fingerprint
3e-06	TCP	192.168.100.150	192.168.100.3	46997.0	16993.0	60		41		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691692	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	3.0	60		37		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691693	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	60443.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691694	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	9011.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691694	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1761.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691803	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	1040.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691803	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	4900.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691804	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	683.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691805	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	2002.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691805	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.3	192.168.100.150	1040.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.691809	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	18988.0	60		52		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691809	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	5080.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69181	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	427.0	60		51		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69181	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1098.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691811	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	3998.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691812	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	17988.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691816	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	2047.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691817	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	49400.0	60		49		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691978	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	8086.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691979	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	49158.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69198	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	5221.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691981	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	3945.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691981	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	8222.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691982	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	9998.0	60		53		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691982	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	3493.0	60		59		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691983	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.3	192.168.100.150	2047.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.691983	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1002.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691984	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	2105.0	60		40		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691985	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	22939.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691985	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	32783.0	60		47		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691986	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	9091.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691986	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	8084.0	60		51		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691987	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.3	192.168.100.150	18988.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.691987	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	2001.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.691999	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	2811.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	1166.0	60		57		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	4998.0	60		46		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692001	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	57294.0	60		53		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692001	1	Reconnaissance_OS_Fingerprint
2.1e-05	TCP	192.168.100.150	192.168.100.3	46997.0	7070.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692028	1	Reconnaissance_OS_Fingerprint
2.6e-05	TCP	192.168.100.150	192.168.100.3	46997.0	711.0	60		56		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692054	1	Reconnaissance_OS_Fingerprint
2.3e-05	TCP	192.168.100.150	192.168.100.3	46997.0	38292.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692078	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	5959.0	60		54		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692078	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	1080.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692079	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	515.0	60		44		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.69208	1	Reconnaissance_OS_Fingerprint
3e-06	TCP	192.168.100.150	192.168.100.3	46997.0	6004.0	60		45		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692083	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	49165.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692084	1	Reconnaissance_OS_Fingerprint
0.000148	TCP	192.168.100.150	192.168.100.3	46997.0	5633.0	60		51		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692232	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	3030.0	60		42		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692232	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	301.0	60		43		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692235	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	2869.0	60		55		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692236	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	16001.0	60		58		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692236	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	3301.0	60		39		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692237	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	6003.0	60		53		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692237	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.150	192.168.100.3	46997.0	10012.0	60		52		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692238	1	Reconnaissance_OS_Fingerprint
0.0	TCP	192.168.100.150	192.168.100.3	46997.0	2100.0	60		53		0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1526876123.692238	1	Reconnaissance_OS_Fingerprint
1e-06	TCP	192.168.100.3	192.168.100.150	1148.0	46997.0	60		64		0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1526876123.69224	1	Reconnaissance_OS_Fingerprint
